"","Gene symbol","Gene names","up_regulate","down_regulate","n_literature","up_down","percentage"
"11029","TOR2A","torsin family 2, member A",0,1,1,"down",1
"11030","TOR3A","torsin family 3, member A",0,2,2,"down",1
"11031","TOR4A","torsin family 4, member A",2,0,2,"up",1
"11032","TOX","thymocyte selection-associated high mobility group box",0,3,3,"down",1
"11033","TOX2","TOX high mobility group box family member 2",3,1,4,"up",0.75
"11034","TOX3","TOX high mobility group box family member 3",0,1,1,"down",1
"11035","TP53","tumor protein p53",243,9,252,"up",0.964285714285714
"11036","TP53BP1","tumor protein p53 binding protein 1",7,1,8,"up",0.875
"11037","TP53BP2","tumor protein p53 binding protein 2",1,1,2,"down",0.5
"11038","TP53I11","tumor protein p53 inducible protein 11",2,0,2,"up",1
"11039","TP53I13","tumor protein p53 inducible protein 13",1,0,1,"up",1
"11040","TP53I3","tumor protein p53 inducible protein 3",3,0,3,"up",1
"11041","TP53INP1","tumor protein p53 inducible nuclear protein 1",5,0,5,"up",1
"11042","TP53INP2","tumor protein p53 inducible nuclear protein 2",3,0,3,"up",1
"11043","TP53TG1","TP53 target 1",2,0,2,"up",1
"11044","TP63","tumor protein p63",4,5,9,"down",0.555555555555556
"11045","TP73","tumor protein p73",4,2,6,"up",0.666666666666667
"11046","TP73-AS1","TP73 antisense RNA 1",0,1,1,"down",1
"11047","TPBG","trophoblast glycoprotein",1,3,4,"down",0.75
"11048","TPBGL","trophoblast glycoprotein-like",1,0,1,"up",1
"11049","TPCN1","two pore channel 1",1,0,1,"up",1
"11050","TPCN2","two pore segment channel 2",0,2,2,"down",1
"11051","TPD52","tumor protein D52",1,0,1,"up",1
"11052","TPD52L1","tumor protein D52-like 1",1,3,4,"down",0.75
"11053","TPD52L2","tumor protein D52-like 2",2,1,3,"up",0.666666666666667
"11054","TPH1","tryptophan hydroxylase 1",1,0,1,"up",1
"11055","TPI1","triosephosphate isomerase 1",2,1,3,"up",0.666666666666667
"11056","TPI1P2","triosephosphate isomerase 1 pseudogene 2",0,1,1,"down",1
"11057","TPK1","thiamine pyrophosphokinase",3,0,3,"up",1
"11058","TPM1","tropomyosin 1, alpha",5,2,7,"up",0.714285714285714
"11059","TPM2","tropomyosin 2, beta",4,0,4,"up",1
"11060","TPM3","tropomyosin 3, gamma",0,1,1,"down",1
"11061","TPM4","tropomyosin 4",0,1,1,"down",1
"11062","TPMT","thiopurine methyltransferase",0,2,2,"down",1
"11063","TPP1","tripeptidyl peptidase I",2,1,3,"up",0.666666666666667
"11064","TPP2","tripeptidyl peptidase II",0,1,1,"down",1
"11065","TPPP3","tubulin polymerization-promoting protein family member 3",1,0,1,"up",1
"11066","TPR","translocated promoter region, nuclear basket protein",2,2,4,"down",0.5
"11067","TPRA1","transmembrane protein, adipocyte asscociated 1",1,0,1,"up",1
"11068","TPRG1L","tumor protein p63 regulated 1 like",1,0,1,"up",1
"11069","TPRKB","Tp53rk binding protein",0,3,3,"down",1
"11070","TPRN","taperin",1,0,1,"up",1
"11071","TPST1","protein-tyrosine sulfotransferase 1",0,1,1,"down",1
"11072","TPST2","protein-tyrosine sulfotransferase 2",2,1,3,"up",0.666666666666667
"11073","TPTE","transmembrane phosphatase with tensin homology",1,0,1,"up",1
"11074","TPX2","TPX2, microtubule-associated",0,7,7,"down",1
"11075","TRA2A","transformer 2 alpha",0,1,1,"down",1
"11076","TRA2B","transformer 2 beta",1,3,4,"down",0.75
"11077","TRABD2A","TraB domain containing 2A",1,4,5,"down",0.8
"11078","TRADD","TNFRSF1A-associated via death domain",1,0,1,"up",1
"11079","TRAF1","TNF receptor-associated factor 1",4,0,4,"up",1
"11080","TRAF3","TNF receptor-associated factor 3",2,0,2,"up",1
"11081","TRAF3IP1","TRAF3 interacting protein 1",2,0,2,"up",1
"11082","TRAF4","TNF receptor associated factor 4",1,0,1,"up",1
"11083","TRAF5","TNF receptor-associated factor 5",1,2,3,"down",0.666666666666667
"11084","TRAF6","TNF receptor-associated factor 6",1,3,4,"down",0.75
"11085","TRAF7","TNF receptor-associated factor 7",1,0,1,"up",1
"11086","TRAFD1","TRAF type zinc finger domain containing 1",1,1,2,"down",0.5
"11087","TRAIP","TRAF-interacting protein",0,4,4,"down",1
"11088","TRAK1","trafficking protein, kinesin binding 1",1,0,1,"up",1
"11089","TRAK2","trafficking protein, kinesin binding 2",2,1,3,"up",0.666666666666667
"11090","TRAM1","translocating chain-associating membrane protein 1",1,1,2,"down",0.5
"11091","TRAM1L1","translocation associated membrane protein 1-like 1",0,1,1,"down",1
"11092","TRAM2","translocating chain-associating membrane protein 2",1,0,1,"up",1
"11093","TRANK1","tetratricopeptide repeat and ankyrin repeat containing 1",3,0,3,"up",1
"11094","TRAP1","TNF receptor-associated protein 1",0,1,1,"down",1
"11095","TRAPPC10","trafficking protein particle complex 10",1,0,1,"up",1
"11096","TRAPPC11","trafficking protein particle complex 11",0,1,1,"down",1
"11097","TRAPPC2","trafficking protein particle complex 2",0,0,0,"down",NA
"11098","TRAPPC3","trafficking protein particle complex 3",1,0,1,"up",1
"11099","TRAPPC5","trafficking protein particle complex 5",1,0,1,"up",1
"11100","TRAPPC6A","trafficking protein particle complex 6A",1,0,1,"up",1
"11101","TRAPPC6B","trafficking protein particle complex 6B",2,0,2,"up",1
"11102","TRDMT1","tRNA aspartic acid methyltransferase 1",1,3,4,"down",0.75
"11103","TREH","trehalase (brush-border membrane glycoprotein)",1,0,1,"up",1
"11104","TREM1","triggering receptor expressed on myeloid cells 1",2,0,2,"up",1
"11105","TREM2","triggering receptor expressed on myeloid cells 2",0,1,1,"down",1
"11106","TRERF1","transcriptional regulating factor 1",1,2,3,"down",0.666666666666667
"11107","TREX1","three prime repair exonuclease 1",1,2,3,"down",0.666666666666667
"11108","TREX2","three prime repair exonuclease 2",1,0,1,"up",1
"11109","TRHDE","TRH-degrading enzyme",1,0,1,"up",1
"11110","TRHDE-AS1","TRHDE antisense RNA 1",1,0,1,"up",1
"11111","TRIAP1","TP53 regulated inhibitor of apoptosis 1",2,0,2,"up",1
"11112","TRIB1","tribbles pseudokinase 1",3,2,5,"up",0.6
"11113","TRIB2","tribbles pseudokinase 2",0,3,3,"down",1
"11114","TRIB3","tribbles pseudokinase 3",3,2,5,"up",0.6
"11115","TRIL","TLR4 interactor with leucine-rich repeats",0,2,2,"down",1
"11116","TRIM14","tripartite motif-containing 14",1,1,2,"down",0.5
"11117","TRIM16","tripartite motif-containing 16",2,1,3,"up",0.666666666666667
"11118","TRIM16L","tripartite motif containing 16 like",1,1,2,"down",0.5
"11119","TRIM17","tripartite motif-containing 17",1,2,3,"down",0.666666666666667
"11120","TRIM2","tripartite motif-containing 2",0,2,2,"down",1
"11121","TRIM21","tripartite motif-containing 21",1,2,3,"down",0.666666666666667
"11122","TRIM22","tripartite motif containing 22",3,1,4,"up",0.75
"11123","TRIM23","tripartite motif-containing 23",1,0,1,"up",1
"11124","TRIM24","tripartite motif-containing 24",0,2,2,"down",1
"11125","TRIM25","tripartite motif-containing 25",1,0,1,"up",1
"11126","TRIM26","tripartite motif-containing 26",1,0,1,"up",1
"11127","TRIM27","tripartite motif-containing 27",0,1,1,"down",1
"11128","TRIM28","tripartite motif-containing 28",2,1,3,"up",0.666666666666667
"11129","TRIM29","tripartite motif-containing 29",3,0,3,"up",1
"11130","TRIM3","tripartite motif-containing 3",0,0,0,"down",NA
"11131","TRIM35","tripartite motif-containing 35",2,0,2,"up",1
"11132","TRIM36","tripartite motif-containing 36",2,1,3,"up",0.666666666666667
"11133","TRIM37","tripartite motif-containing 37",1,0,1,"up",1
"11134","TRIM38","tripartite motif-containing 38",1,0,1,"up",1
"11135","TRIM4","tripartite motif containing 4",1,0,1,"up",1
"11136","TRIM41","tripartite motif-containing 41",1,0,1,"up",1
"11137","TRIM44","tripartite motif-containing 44",0,1,1,"down",1
"11138","TRIM45","tripartite motif-containing 45",3,0,3,"up",1
"11139","TRIM46","tripartite motif-containing 46",1,0,1,"up",1
"11140","TRIM47","tripartite motif-containing 47",0,2,2,"down",1
"11141","TRIM52","tripartite motif-containing 52",1,1,2,"down",0.5
"11142","TRIM53AP","tripartite motif containing 53A, pseudogene",1,0,1,"up",1
"11143","TRIM54","tripartite motif-containing 54",1,0,1,"up",1
"11144","TRIM55","tripartite motif-containing 55",1,0,1,"up",1
"11145","TRIM56","tripartite motif-containing 56",1,0,1,"up",1
"11146","TRIM58","tripartite motif-containing 58",1,0,1,"up",1
"11147","TRIM59","tripartite motif-containing 59",0,2,2,"down",1
"11148","TRIM6","tripartite motif-containing 6",0,1,1,"down",1
"11149","TRIM62","tripartite motif-containing 62",1,0,1,"up",1
"11150","TRIM63","tripartite motif-containing 63",2,0,2,"up",1
"11151","TRIM65","tripartite motif-containing 65",1,0,1,"up",1
"11152","TRIM66","tripartite motif-containing 66",1,1,2,"down",0.5
"11153","TRIM68","tripartite motif-containing 68",0,1,1,"down",1
"11154","TRIM69","tripartite motif-containing 69",1,0,1,"up",1
"11155","TRIM7","tripartite motif-containing 7",1,0,1,"up",1
"11156","TRIM8","tripartite motif-containing 8",2,0,2,"up",1
"11157","TRIM9","tripartite motif-containing 9",3,1,4,"up",0.75
"11158","TRIO","triple functional domain (PTPRF interacting)",1,2,3,"down",0.666666666666667
"11159","TRIOBP","TRIO and F-actin binding protein",0,2,2,"down",1
"11160","TRIP10","thyroid hormone receptor interactor 10",1,0,1,"up",1
"11161","TRIP13","thyroid hormone receptor interactor 13",0,6,6,"down",1
"11162","TRIP6","thyroid hormone receptor interactor 6",1,1,2,"down",0.5
"11163","TRIR","telomerase RNA component interacting RNase",0,0,0,"down",NA
"11164","TRIT1","tRNA isopentenyltransferase 1",2,0,2,"up",1
"11165","TRL-AAG2-3","tRNA-Leu (anticodon AAG) 2-3",2,0,2,"up",1
"11166","TRMT10A","tRNA methyltransferase 10A",1,1,2,"down",0.5
"11167","TRMT10B","tRNA methyltransferase 10B",0,1,1,"down",1
"11168","TRMT11","tRNA methyltransferase 11",1,1,2,"down",0.5
"11169","TRMT2A","TRM2 tRNA methyltransferase 2A",1,0,1,"up",1
"11170","TRMT2B","TRM2 tRNA methyltransferase 2B",0,1,1,"down",1
"11171","TRMT5","TRM5 tRNA methyltransferase 5",0,1,1,"down",1
"11172","TRMT6","tRNA methyltransferase 6",0,1,1,"down",1
"11173","TRMT61A","tRNA methyltransferase 61A",0,3,3,"down",1
"11174","TRMT61B","tRNA methyltransferase 61B",1,0,1,"up",1
"11175","TRMT9B","tRNA methyltransferase 9B",0,0,0,"down",NA
"11176","TRNG","tRNA",0,0,0,"down",NA
"11177","TRNP1","TMF1-regulated nuclear protein 1",1,0,1,"up",1
"11178","TRNR","tRNA",0,0,0,"down",NA
"11179","TRO","trophinin",0,1,1,"down",1
"11180","TROAP","trophinin associated protein",0,6,6,"down",1
"11181","TRPA1","transient receptor potential cation channel, subfamily A, member 1",1,0,1,"up",1
"11182","TRPC1","transient receptor potential cation channel, subfamily C, member 1",1,0,1,"up",1
"11183","TRPC3","transient receptor potential cation channel, subfamily C, member 3",1,2,3,"down",0.666666666666667
"11184","TRPC5","transient receptor potential cation channel, subfamily C, member 5",1,1,2,"down",0.5
"11185","TRPC6","transient receptor potential cation channel, subfamily C, member 6",1,2,3,"down",0.666666666666667
"11186","TRPM3","transient receptor potential cation channel, subfamily M, member 3",2,0,2,"up",1
"11187","TRPM4","transient receptor potential cation channel, subfamily M, member 4",1,0,1,"up",1
"11188","TRPM7","transient receptor potential cation channel, subfamily M, member 7",0,1,1,"down",1
"11189","TRPM8","transient receptor potential cation channel, subfamily M, member 8",6,1,7,"up",0.857142857142857
"11190","TRPS1","transcriptional repressor GATA binding 1",0,2,2,"down",1
"11191","TRPV1","transient receptor potential cation channel, subfamily V, member 1",2,0,2,"up",1
"11192","TRPV2","transient receptor potential cation channel, subfamily V, member 2",2,1,3,"up",0.666666666666667
"11193","TRPV3","transient receptor potential cation channel, subfamily V, member 3",1,0,1,"up",1
"11194","TRPV4","transient receptor potential cation channel, subfamily V, member 4",1,0,1,"up",1
"11195","TRRAP","transformation/transcription domain-associated protein",1,1,2,"down",0.5
"11196","TSC1","TSC complex subunit 1",1,0,1,"up",1
"11197","TSC2","TSC complex subunit 2",1,2,3,"down",0.666666666666667
"11198","TSC22D1","TSC22 domain family, member 1",0,1,1,"down",1
"11199","TSC22D2","TSC22 domain family, member 2",2,0,2,"up",1
"11200","TSC22D3","TSC22 domain family, member 3",4,1,5,"up",0.8
"11201","TSC22D4","TSC22 domain family, member 4",1,1,2,"down",0.5
"11202","TSEN15","tRNA splicing endonuclease subunit 15",0,2,2,"down",1
"11203","TSEN2","tRNA splicing endonuclease subunit 2",0,1,1,"down",1
"11204","TSEN34","tRNA splicing endonuclease subunit 34",1,0,1,"up",1
"11205","TSEN54","tRNA splicing endonuclease subunit 54",1,0,1,"up",1
"11206","TSG101","tumor susceptibility gene 101",2,1,3,"up",0.666666666666667
"11207","TSGA10","testis specific 10",2,0,2,"up",1
"11208","TSGA10IP","testis specific 10 interacting protein",1,1,2,"down",0.5
"11209","TSHB","thyroid stimulating hormone, beta subunit",0,1,1,"down",1
"11210","TSHR","thyroid stimulating hormone receptor",0,1,1,"down",1
"11211","TSHZ1","teashirt zinc finger family member 1",0,1,1,"down",1
"11212","TSHZ2","teashirt zinc finger family member 2",1,0,1,"up",1
"11213","TSKU","tsukushi, small leucine rich proteoglycan",0,1,1,"down",1
"11214","TSLP","thymic stromal lymphopoietin",1,1,2,"down",0.5
"11215","TSNAXIP1","translin-associated factor X (Tsnax) interacting protein 1",1,0,1,"up",1
"11216","TSPAN1","tetraspanin 1",1,1,2,"down",0.5
"11217","TSPAN10","tetraspanin 10",3,0,3,"up",1
"11218","TSPAN11","tetraspanin 11",2,0,2,"up",1
"11219","TSPAN12","tetraspanin 12",0,1,1,"down",1
"11220","TSPAN13","tetraspanin 13",3,1,4,"up",0.75
"11221","TSPAN17","tetraspanin 17",1,0,1,"up",1
"11222","TSPAN18","tetraspanin 18",2,1,3,"up",0.666666666666667
"11223","TSPAN19","tetraspanin 19",1,0,1,"up",1
"11224","TSPAN2","tetraspanin 2",2,1,3,"up",0.666666666666667
"11225","TSPAN3","tetraspanin 3",2,2,4,"down",0.5
"11226","TSPAN31","tetraspanin 31",0,2,2,"down",1
"11227","TSPAN32","tetraspanin 32",1,0,1,"up",1
"11228","TSPAN33","tetraspanin 33",1,0,1,"up",1
"11229","TSPAN4","tetraspanin 4",1,2,3,"down",0.666666666666667
"11230","TSPAN5","tetraspanin 5",0,3,3,"down",1
"11231","TSPAN7","tetraspanin 7",1,0,1,"up",1
"11232","TSPAN9","tetraspanin 9",3,1,4,"up",0.75
"11233","TSPEAR-AS1","TSPEAR antisense RNA 1",1,0,1,"up",1
"11234","TSPO","translocator protein",1,0,1,"up",1
"11235","TSPOAP1","TSPO associated protein 1",1,0,1,"up",1
"11236","TSPOAP1-AS1","TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1",1,0,1,"up",1
"11237","TSPYL1","testis-specific protein, Y-encoded-like 1",2,0,2,"up",1
"11238","TSPYL2","TSPY-like 2",4,0,4,"up",1
"11239","TSPYL4","TSPY-like 4",1,0,1,"up",1
"11240","TSPYL5","testis-specific protein, Y-encoded-like 5",0,1,1,"down",1
"11241","TSR1","TSR1 20S rRNA accumulation",0,2,2,"down",1
"11242","TSR3","TSR3 20S rRNA accumulation",1,1,2,"down",0.5
"11243","TSSK3","testis-specific serine kinase 3",1,1,2,"down",0.5
"11244","TSSK4","testis-specific serine kinase 4",0,1,1,"down",1
"11245","TSSK6","testis-specific serine kinase 6",1,0,1,"up",1
"11246","TST","thiosulfate sulfurtransferase, mitochondrial",0,1,1,"down",1
"11247","TSTD1","thiosulfate sulfurtransferase (rhodanese)-like domain containing 1",0,1,1,"down",1
"11248","TSTD2","thiosulfate sulfurtransferase (rhodanese)-like domain containing 2",0,1,1,"down",1
"11249","TTBK1","tau tubulin kinase 1",0,1,1,"down",1
"11250","TTC12","tetratricopeptide repeat domain 12",0,1,1,"down",1
"11251","TTC13","tetratricopeptide repeat domain 13",2,0,2,"up",1
"11252","TTC14","tetratricopeptide repeat domain 14",1,0,1,"up",1
"11253","TTC17","tetratricopeptide repeat domain 17",1,0,1,"up",1
"11254","TTC19","tetratricopeptide repeat domain 19",0,1,1,"down",1
"11255","TTC21B","tetratricopeptide repeat domain 21B",0,1,1,"down",1
"11256","TTC25","tetratricopeptide repeat domain 25",1,1,2,"down",0.5
"11257","TTC26","tetratricopeptide repeat domain 26",0,1,1,"down",1
"11258","TTC27","tetratricopeptide repeat domain 27",0,3,3,"down",1
"11259","TTC28","tetratricopeptide repeat domain 28",1,1,2,"down",0.5
"11260","TTC28-AS1","TTC28 antisense RNA 1",1,0,1,"up",1
"11261","TTC29","tetratricopeptide repeat domain 29",3,0,3,"up",1
"11262","TTC3","tetratricopeptide repeat domain 3",1,0,1,"up",1
"11263","TTC30A","tetratricopeptide repeat domain 30A",1,0,1,"up",1
"11264","TTC30B","tetratricopeptide repeat domain 30B",0,1,1,"down",1
"11265","TTC31","tetratricopeptide repeat domain 31",0,1,1,"down",1
"11266","TTC32","tetratricopeptide repeat domain 32",1,1,2,"down",0.5
"11267","TTC38","tetratricopeptide repeat domain 38",1,0,1,"up",1
"11268","TTC39A","tetratricopeptide repeat domain 39A",1,0,1,"up",1
"11269","TTC3P1","tetratricopeptide repeat domain 3 pseudogene 1",1,0,1,"up",1
"11270","TTC4","tetratricopeptide repeat domain 4",0,2,2,"down",1
"11271","TTC7A","tetratricopeptide repeat domain 7A",0,1,1,"down",1
"11272","TTC7B","tetratricopeptide repeat domain 7B",2,0,2,"up",1
"11273","TTC9","tetratricopeptide repeat domain 9",2,0,2,"up",1
"11274","TTF1","transcription termination factor, RNA polymerase I",0,1,1,"down",1
"11275","TTF2","transcription termination factor, RNA polymerase II",0,2,2,"down",1
"11276","TTI1","TELO2 interacting protein 1",0,1,1,"down",1
"11277","TTI2","TELO2 interacting protein 2",0,1,1,"down",1
"11278","TTK","Ttk protein kinase",0,6,6,"down",1
"11279","TTL","tubulin tyrosine ligase",0,1,1,"down",1
"11280","TTLL1","tubulin tyrosine ligase-like 1",1,0,1,"up",1
"11281","TTLL4","tubulin tyrosine ligase-like family, member 4",0,1,1,"down",1
"11282","TTLL5","tubulin tyrosine ligase-like family, member 5",1,1,2,"down",0.5
"11283","TTLL6","tubulin tyrosine ligase-like family, member 6",1,1,2,"down",0.5
"11284","TTN","titin",2,3,5,"down",0.6
"11285","TTPA","tocopherol (alpha) transfer protein",0,1,1,"down",1
"11286","TTYH1","tweety family member 1",0,1,1,"down",1
"11287","TTYH2","tweety family member 2",0,1,1,"down",1
"11288","TTYH3","tweety family member 3",0,1,1,"down",1
"11289","TUB","tubby bipartite transcription factor",1,1,2,"down",0.5
"11290","TUBA1A","tubulin, alpha 1A",3,4,7,"down",0.571428571428571
"11291","TUBA1B","tubulin, alpha 1B",1,2,3,"down",0.666666666666667
"11292","TUBA1C","tubulin, alpha 1C",0,3,3,"down",1
"11293","TUBAL3","tubulin, alpha-like 3",1,0,1,"up",1
"11294","TUBB","tubulin beta class I",1,1,2,"down",0.5
"11295","TUBB1","tubulin, beta 1 class VI",1,3,4,"down",0.75
"11296","TUBB2A","tubulin, beta 2A class IIA",1,4,5,"down",0.8
"11297","TUBB2B","tubulin, beta 2B class IIB",0,1,1,"down",1
"11298","TUBB3","tubulin, beta 3 class III",3,3,6,"down",0.5
